Theta,Phi,Lambda
-2.1605511266104327,0.8210316983242669,-0.9544288051337516
-0.23590432772781147,-2.65339010920099,-0.7634571498128057
-3.3242201470174666,-0.06846098296271083,2.0616508292350764
1.010374096681114,1.8101288434351044,-1.6939050481546356
0.7295897594726743,0.6432335753439468,-1.9729930991345448
1.8453496221491748,-0.3681130710223813,0.9575611538625775
2.0871574688982184,1.173608076819341,1.61594072997696
-0.5270154726093571,-0.9421082195997821,0.15367675916858234
-3.5656958151431266,1.809943937404367,0.5473674371761833
0.580179550392368,-0.7870234748817666,2.206874340922225
-1.8241419319754837,-0.056447169445938986,-0.1309941867832004
-3.041404815776846,-0.21446538169147333,-2.7879310380340097
-0.27689804030233184,-0.7164009228169855,2.199517992393564
1.2155426545849048,-3.2465388991478377,-2.849588224797431
2.1446064586465754,1.1898578061302687,0.1819196025053421
1.8544579457859924,0.6537878783447533,-0.3701986719642501
2.2927863968708175,1.5210059270009795,1.934746837549705
-0.2260747502676879,-1.5794862350221974,-0.9613456169013362
1.1761736452405607,1.5877869248761625,-1.6856002244903945
-0.9280451875991008,1.3412807179985733,-2.3199160610252476
-1.3738910104315138,-3.6262995499621304,2.929934382639201
0.4913363077549437,0.08550292020033547,1.1217813983231242
1.7714856485303367,-1.2902959695259686,0.7400614587011114
-2.333773624734099,2.7641959708537973,2.6788508483932665
-3.1377728045621036,-0.4248463659663616,-1.8532701429024376
-2.222611237375361,0.2229661251786388,3.6295619917114643
1.4291490679760708,3.129463062933811,-0.35667049918026866
-2.8903217915274952,2.893912156718339,-2.570452605903327
0.8293688914641755,-1.6213039380786487,0.925072234546142
-2.3437956193404528,-1.1702720038988,1.7157760137917064
1.9340869200693922,-1.844562641065152,3.744275284147536
-2.16429007722972,0.6644754969800128,1.4449977456227932
1.0820744830806561,0.584767246333314,3.4581312119266
-2.2920736948553904,1.7716783585903617,-0.14297005701649534
2.911231541222743,-1.75720217882784,0.2178895809888536
0.6754345642929134,-0.8912975847898909,-0.18553195666265893
1.4059658418283683,0.51299168650028,-2.704717134290374
0.899668954041423,-2.9111925309674134,-1.7321759985440206
-1.5119925364070517,1.8446725301132592,2.4289970046332576
2.1401102541444166,1.887832854176647,-2.249711849078125
1.729895402264006,1.3100637790814023,1.2829946058076418
-2.888621878180092,-3.0918717236519595,-1.3790493182880306
0.9090787082509004,-1.4616784422349367,2.420959810429982
2.6935273156400728,-1.1570461236656875,-2.208515045576018
0.22749919423760362,0.37926789120054927,2.286592118454528
-3.536595823947237,-1.2805023776012139,-2.095642917734903
0.3311094182748098,-2.350187533334861,-0.992919495575921
1.3285829704553127,-3.0649505639315198,-1.9937239975294907
-2.0117761795435705,-1.8691074562011183,-2.365540088027175
0.08775451716782534,1.84450968635456,-1.3712128888479411
1.3832291965058616,-0.9945957963700727,0.6144280218184991
1.5328368619856478,-2.444037304966211,-2.2244973561862444
1.1070107186931097,0.8821142210996015,1.2562553377533883
0.8725012884742028,1.9019430408309932,0.8939730163946618
-1.5451966644803052,-0.9780377233730974,0.7656697784785508
-0.31763596558617607,1.5688416923790962,0.30008612829804904
1.1057411490863556,-1.864750076723819,-2.53330980178571
-1.4271059251828808,1.034920408219709,2.6337695192650217
2.1707960457257185,0.40151356363575486,0.2652667508785383
-3.4948037347615677,-1.8247634848862102,-3.0264953768401823
-3.1470168317759586,-0.019534339277857422,1.7517040533768977
-4.1899573815986395,-1.7105659574945198,1.5994374614786722
0.6352712802776252,1.1518766306976884,-0.6873739657799821
-2.827435161636544,-0.47525264209863227,-1.7634117893411307
2.2806843601535425,-1.0270136266194052,-0.8625525684850068
2.886656535170646,-1.2135154335400375,-0.3634050960766777
-1.4024306377088251,4.736592530154981,1.4185280523595858
-3.2734121872649857,-1.8421929161281825,-2.162888062788162
-2.174601986429912,2.2605353635467638,0.6780256574720894
1.703884049336325,-1.4249637356069678,-2.293566483332499
1.916605554711764,2.6955031647678744,1.2019949385630775
-3.4852202962054544,2.8198690223105936,-1.0530089820998196
1.4093556741193085,2.695557946737528,1.3566383221726253
-2.046551631149243,-1.6746741358594361,-1.707657318913449
1.2831180251467644,2.473926010745192,0.8830155542719004
0.5593758267166266,0.5384671203340022,-0.8206816579095064
-0.4414218009488837,-3.2114450726210215,-0.0019112051283383912
-0.5166051097502448,-0.20463051138626462,1.2814205799736043
1.470849328820935,-2.8833411557750366,-0.7191174806350327
0.5799416879942229,-2.5680771487739187,0.8165318209336414
-1.0042552453119493,-0.03998153107461389,-1.4496195313472002
1.2278017875029046,-0.33521117073717216,1.7053487984215643
-2.23111947305695,2.832694919722154,-1.293329693760847
0.16546205273548767,-0.33337769173605164,-2.9164554376280583
0.3048815951568541,0.005105242903717016,0.6066432603168377
-1.7624238583179819,2.9698043871724713,2.881698820101887
2.874648563830426,2.297482930675902,-2.874177221152523
-2.355454766968618,-0.9727086286719857,0.6483119222400462
-2.6436642185394503,-1.8223981888458183,-1.7299792589101204
1.3620594823205023,1.8019288522683798,-2.135022441169266
2.604182180022379,2.5424847483182247,-2.4921524458131676
